phase,config,compiler,opt,target_func,candidate_func,model,similarity
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,dtls1_shutdown,BinCola,-0.030033
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,dtls1_shutdown,CLAP,0.421557
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,dtls1_shutdown,jTrans,0.268543
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,dtls1_shutdown,safe,0.181747
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16e50,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16e50,BinCola,0.007478
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16e50,CLAP,-0.020641
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16e50,jTrans,0.295517
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16e50,safe,0.140341
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_162c0,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_162c0,BinCola,-0.176752
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_162c0,CLAP,0.140845
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_162c0,jTrans,0.238668
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_162c0,safe,0.000000
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186e0,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186e0,BinCola,-0.052042
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186e0,CLAP,0.063590
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186e0,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186e0,safe,0.119997
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl3_get_cipher,asm2vec,0.378472
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl3_get_cipher,BinCola,-0.153269
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl3_get_cipher,CLAP,0.472309
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl3_get_cipher,jTrans,0.145553
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl3_get_cipher,safe,0.110229
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,SSL_CTX_get_ex_data,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,SSL_CTX_get_ex_data,BinCola,-0.036273
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,SSL_CTX_get_ex_data,CLAP,0.422658
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,SSL_CTX_get_ex_data,jTrans,0.009973
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,SSL_CTX_get_ex_data,safe,0.230310
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl2_part_read,asm2vec,0.351082
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl2_part_read,BinCola,-0.033920
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl2_part_read,CLAP,0.320651
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl2_part_read,jTrans,0.655538
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl2_part_read,safe,0.794264
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,SSL_CIPHER_get_name,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,SSL_CIPHER_get_name,BinCola,0.005581
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,SSL_CIPHER_get_name,CLAP,-0.097241
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,SSL_CIPHER_get_name,jTrans,0.151699
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,SSL_CIPHER_get_name,safe,0.162423
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,def_generate_session_id,asm2vec,0.279265
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,def_generate_session_id,BinCola,-0.023358
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,def_generate_session_id,CLAP,0.525988
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,def_generate_session_id,jTrans,0.605931
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,def_generate_session_id,safe,0.449996
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16ba0,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16ba0,BinCola,-0.048762
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16ba0,CLAP,0.000315
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16ba0,jTrans,0.295517
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16ba0,safe,0.140341
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_18930,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_18930,BinCola,-0.176533
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_18930,CLAP,0.021219
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_18930,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_18930,safe,0.119997
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_set_bio,asm2vec,0.118803
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_set_bio,BinCola,-0.166768
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_set_bio,CLAP,0.180058
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_set_bio,jTrans,0.018195
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_set_bio,safe,0.297319
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,timeout_LHASH_DOALL_ARG,asm2vec,0.219658
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,timeout_LHASH_DOALL_ARG,BinCola,-0.238361
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,timeout_LHASH_DOALL_ARG,CLAP,0.462116
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,timeout_LHASH_DOALL_ARG,jTrans,0.447530
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,timeout_LHASH_DOALL_ARG,safe,0.431608
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17d30,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17d30,BinCola,0.002954
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17d30,CLAP,0.014545
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17d30,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17d30,safe,0.119997
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_get_current_expansion,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_get_current_expansion,BinCola,0.015091
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_get_current_expansion,CLAP,0.154699
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_get_current_expansion,jTrans,0.135977
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_get_current_expansion,safe,0.109751
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e30,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e30,BinCola,-0.054256
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e30,CLAP,-0.015055
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e30,jTrans,0.295517
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e30,safe,0.140341
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl23_get_cipher_by_char,asm2vec,0.088823
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl23_get_cipher_by_char,BinCola,-0.060282
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl23_get_cipher_by_char,CLAP,0.464819
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl23_get_cipher_by_char,jTrans,0.332536
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl23_get_cipher_by_char,safe,0.190222
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSLv2_client_method,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSLv2_client_method,BinCola,-0.212484
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSLv2_client_method,CLAP,0.587873
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSLv2_client_method,jTrans,0.047658
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSLv2_client_method,safe,0.103575
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16850,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16850,BinCola,-0.234337
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16850,CLAP,0.116744
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16850,jTrans,0.238668
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16850,safe,0.000000
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17d00,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17d00,BinCola,-0.168400
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17d00,CLAP,0.025499
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17d00,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17d00,safe,0.119997
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,tls1_cert_verify_mac,asm2vec,0.349317
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,tls1_cert_verify_mac,BinCola,0.312511
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,tls1_cert_verify_mac,CLAP,0.669332
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,tls1_cert_verify_mac,jTrans,0.425698
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,tls1_cert_verify_mac,safe,0.579273
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18150,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18150,BinCola,-0.012728
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18150,CLAP,0.037284
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18150,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18150,safe,0.119997
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17126,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17126,BinCola,0.000000
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17126,CLAP,0.000000
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17126,jTrans,0.000000
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17126,safe,0.000000
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_165e0,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_165e0,BinCola,-0.095029
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_165e0,CLAP,0.018218
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_165e0,jTrans,0.295517
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_165e0,safe,0.140341
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16c50,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16c50,BinCola,0.019311
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16c50,CLAP,0.000717
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16c50,jTrans,0.295517
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16c50,safe,0.140341
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16b06,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16b06,BinCola,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16b06,CLAP,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16b06,jTrans,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16b06,safe,0.000000
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_168e0,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_168e0,BinCola,-0.177731
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_168e0,CLAP,0.081796
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_168e0,jTrans,0.238668
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_168e0,safe,0.000000
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_16080,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_16080,BinCola,-0.247724
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_16080,CLAP,0.064706
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_16080,jTrans,0.238668
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_16080,safe,0.000000
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl_cipher_apply_rule.constprop.1,asm2vec,0.223327
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl_cipher_apply_rule.constprop.1,BinCola,0.167850
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl_cipher_apply_rule.constprop.1,CLAP,0.047859
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl_cipher_apply_rule.constprop.1,jTrans,0.059422
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,ssl_cipher_apply_rule.constprop.1,safe,0.291471
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17960,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17960,BinCola,0.041209
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17960,CLAP,0.065205
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17960,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_17960,safe,0.119997
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_17186,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_17186,BinCola,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_17186,CLAP,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_17186,jTrans,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_17186,safe,0.000000
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,tls12_get_hash,asm2vec,-0.103005
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,tls12_get_hash,BinCola,0.035198
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,tls12_get_hash,CLAP,0.284713
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,tls12_get_hash,jTrans,0.518456
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,tls12_get_hash,safe,0.073261
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_162d0,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_162d0,BinCola,-0.124892
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_162d0,CLAP,0.012878
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_162d0,jTrans,0.295517
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,FUN_162d0,safe,0.140341
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_162b6,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_162b6,BinCola,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_162b6,CLAP,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_162b6,jTrans,0.000000
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_162b6,safe,0.000000
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,SSL_get_privatekey,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,SSL_get_privatekey,BinCola,-0.000926
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,SSL_get_privatekey,CLAP,-0.058092
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,SSL_get_privatekey,jTrans,-0.139116
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,SSL_get_privatekey,safe,0.170815
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186d0,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186d0,BinCola,-0.368531
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186d0,CLAP,0.022155
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186d0,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_186d0,safe,0.119997
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17180,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17180,BinCola,-0.116488
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17180,CLAP,0.297786
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17180,jTrans,0.238668
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17180,safe,0.000000
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,read_n,asm2vec,0.388697
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,read_n,BinCola,0.219962
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,read_n,CLAP,0.307578
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,read_n,jTrans,0.325694
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,read_n,safe,0.761387
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16166,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16166,BinCola,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16166,CLAP,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16166,jTrans,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16166,safe,0.000000
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17380,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17380,BinCola,-0.005033
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17380,CLAP,0.023273
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17380,jTrans,0.295517
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17380,safe,0.140341
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl_cipher_strength_sort,asm2vec,0.364224
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl_cipher_strength_sort,BinCola,-0.089712
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl_cipher_strength_sort,CLAP,0.340303
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl_cipher_strength_sort,jTrans,0.616431
baseline,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,ssl_cipher_strength_sort,safe,0.585135
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSL_new,asm2vec,0.150097
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSL_new,BinCola,0.413673
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSL_new,CLAP,0.571504
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSL_new,jTrans,0.645718
baseline,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,SSL_new,safe,0.449921
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl2_return_error,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl2_return_error,BinCola,-0.056549
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl2_return_error,CLAP,0.613007
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl2_return_error,jTrans,0.153077
baseline,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl2_return_error,safe,0.310200
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17810,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17810,BinCola,-0.090155
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17810,CLAP,0.068335
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17810,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17810,safe,0.119997
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_generate_session_id,asm2vec,0.144469
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_generate_session_id,BinCola,0.015775
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_generate_session_id,CLAP,0.600462
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_generate_session_id,jTrans,0.372304
baseline,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_generate_session_id,safe,0.458503
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18360,asm2vec,0.000000
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18360,BinCola,-0.023598
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18360,CLAP,0.053136
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18360,jTrans,0.114014
baseline,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_18360,safe,0.119997
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_172d0,asm2vec,0.000000
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_172d0,BinCola,-0.050826
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_172d0,CLAP,0.021310
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_172d0,jTrans,0.295517
baseline,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_172d0,safe,0.140341
baseline,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,FUN_17550,asm2vec,0.000000
